//  ________________________________________________________
// /                                                        \
// |       _           _   _   _                            |
// |      | |__  _ __ / \ | |_| |__   ___ _ __   __ _       |
// |      | '_ \| '__/ _ \| __| '_ \ / _ \ '_ \ / _` |      |
// |      | |_) | | / ___ \ |_| | | |  __/ | | | (_| |      |
// |      |_.__/|_|/_/   \_\__|_| |_|\___|_| |_|\__,_|      |
// |                                                        |
// |                    brAthena Script                     |
// |--------------------------------------------------------|
// | Nome do Database: item_bluebox.txt                     |
// |--------------------------------------------------------|
// | Criado por: eA/brA Dev. Team                           |
// |--------------------------------------------------------|
// | Descrição: Banco de Dados dos itens obtidos pela       |
// | 'Velha Caixa Azul'.                                    |
// |--------------------------------------------------------|
// | Estrutura do Banco de Dados:                           |
// | ID do Grupo de Itens, ID do Item, Taxa                 |
// \________________________________________________________/
//
1,501,12	// Poção Vermelha
1,502,12	// Poção Laranja
1,503,12	// Poção Amarela
1,504,12	// Poção Branca
1,505,12	// Poção Azul
1,506,12	// Poção Verde
1,507,12	// Erva Vermelha
1,508,12	// Erva Amarela
1,509,12	// Erva Branca
1,510,12	// Erva Azul
1,511,12	// Erva Verde
1,512,12	// Maçã
1,513,12	// Banana
1,514,12	// Uvas
1,515,12	// Cenoura
1,516,12	// Batata Doce
1,517,12	// Carne
1,518,12	// Mel
1,519,12	// Leite
1,520,12	// Folha de Hinalle
1,521,12	// Folha de Aloe
1,522,12	// Mastela
1,523,12	// Água Benta
1,525,12	// Panacéia
1,526,12	// Geléia Real
1,528,12	// Ração para Monstros
1,529,12	// Bala
1,530,12	// Bengala Doce
1,531,12	// Suco de Maçã
1,532,12	// Suco de Banana
1,533,12	// Suco de Uva
1,534,12	// Suco de Cenoura
1,535,12	// Abóbora
1,536,12	// Sorvete
1,537,12	// Ração para Bichinho
1,538,12	// Biscoito de Gengibre
1,539,12	// Pedaço de Bolo
1,544,12	// Peixe Cru
1,545,12	// Poção Vermelha Compacta
1,546,12	// Poção Amarela Compacta
1,547,12	// Poção Branca Compacta
1,548,12	// Queijo
1,549,12	// Batata Doce Assada
1,550,12	// Bolinhos de Arroz
1,551,12	// Sushi
1,553,12	// Pão de Carne
1,555,12	// Bolinho de Arroz
1,558,12	// Chocolate
1,561,12	// Chocolate Branco
1,601,12	// Asa de Mosca
1,602,12	// Asa de Borboleta
1,603,1173	// Velha Caixa Azul
1,604,512	// Galho Seco
1,605,12	// Analgésico
1,606,12	// Aloe Vera
1,607,12	// Fruto de Yggdrasil
1,608,12	// Semente de Yggdrasil
1,609,12	// Amuleto
1,610,12	// Folha de Yggdrasil
1,611,12	// Lupa
1,612,12	// Mini-Fornalha
1,613,12	// Martelo de Ferro
1,614,12	// Martelo de Ouro
1,615,12	// Martelo de Oridecon
1,618,12	// Pergaminho Desgastado
1,619,12	// Maçã Verde
1,620,12	// Suco de Laranja
1,621,12	// Erva Amarga
1,622,12	// Cenoura Arco-Íris
1,623,12	// Minhoca Boa-Pinta
1,624,12	// Peixe Podre
1,625,12	// Ferro Enferrujado
1,626,12	// Suco de Monstro
1,627,12	// Leite Doce
1,628,12	// Osso Seco
1,629,12	// Flor Cantante
1,630,12	// Musgo Encharcado
1,631,12	// Erva Letal
1,632,12	// Minhoca Gorducha
1,633,12	// Batata Assada
1,634,12	// Banana Tropical
1,635,12	// Horror da Tribo
1,636,12	// Sem Destinatário
1,637,12	// Vassoura Velha
1,638,12	// Faca de Prata da Castidade
1,639,12	// Bracelete da Obediência
1,640,12	// Pedra Brilhante
1,641,12	// Contratos das Sombras
1,642,12	// Livro do Diabo
1,643,12	// Incubadora
1,644,312	// Caixa de Presente
1,645,12	// Poção da Concentração
1,656,12	// Poção do Despertar
1,657,12	// Poção da Fúria Selvagem
1,659,12	// Coração Apaixonado
1,663,12	// Ovos de Chocolate Branco
1,664,12	// Caixa de Presente 1
1,665,12	// Caixa de Presente 2
1,666,12	// Caixa de Presente 3
1,667,12	// Caixa de Presente 4
1,668,12	// Envelope Vermelho
1,678,12	// Garrafa de Veneno
1,679,12	// Pílula Dourada
1,701,12	// Armadilha para Insetos
1,702,12	// Sangue de Animal
1,703,12	// Hinalle
1,704,12	// Aloés
1,705,12	// Trevo
1,706,12	// Trevo de Quatro Folhas
1,707,12	// Planta da Melodia
1,708,12	// Menta
1,710,12	// Flor das Ilusões
1,711,12	// Broto
1,712,12	// Flor
1,713,12	// Garrafa Vazia
1,714,12	// Emperium
1,715,12	// Gema Amarela
1,716,12	// Gema Vermelha
1,717,12	// Gema Azul
1,718,12	// Granada
1,719,12	// Ametista
1,720,12	// Aquamarina
1,721,12	// Esmeralda
1,722,12	// Pérola
1,723,12	// Rubi
1,724,12	// Rubi Amaldiçoado
1,725,12	// Peridoto
1,726,12	// Safira
1,727,12	// Opala
1,728,12	// Topázio
1,729,12	// Zircônio
1,730,12	// Diamante de 1 quilate
1,731,12	// Diamante de 2 quilates
1,732,12	// Diamante de 3 quilates
1,733,12	// Diamante Rachado
1,734,12	// Moldura Vermelha
1,735,12	// Chung Jah
1,736,12	// Prato de Porcelana
1,737,12	// Concha Preta
1,738,12	// Estojo de Lápis
1,739,12	// Batom
1,740,12	// Boneco de Pelúcia
1,741,12	// Boneco de Poring
1,742,12	// Boneco de Chonchon
1,743,12	// Boneco de Esporo
1,744,12	// Buquê
1,745,12	// Buquê de Casamento
1,746,12	// Bolinha de Gude
1,747,12	// Espelho de Cristal
1,748,12	// Rosa Eterna
1,749,12	// Rosa de Gelo
1,750,12	// Boneco de Bafomé
1,751,12	// Boneco de Osíris
1,752,12	// Boneco de Rocker
1,753,12	// Boneco de Yoyo
1,754,12	// Boneco de Fumacento
1,756,12	// Minério de Oridecon
1,757,12	// Minério de Elunium
1,901,12	// Trança
1,902,12	// Raiz de Árvore
1,903,12	// Língua de Réptil
1,904,12	// Cauda de Escorpião
1,905,12	// Caule
1,906,12	// Escama Afiada
1,907,12	// Resina
1,908,12	// Ova de Sapo
1,909,12	// Jellopy
1,910,12	// Garleta
1,911,12	// Scell
1,912,12	// Zargônio
1,913,12	// Dente de Morcego
1,914,12	// Felpa
1,915,12	// Crisálida
1,916,12	// Plumas de Ave
1,917,12	// Garra de Ave
1,918,12	// Pata Pegajosa
1,919,12	// Couro de Animal
1,920,12	// Garra de Lobo
1,921,12	// Esporo de Cogumelo
1,922,12	// Presa de Orc
1,923,12	// Chifre Diabólico
1,924,12	// Pó de Borboleta
1,925,12	// Bico de Ave
1,926,12	// Escamas de Cobra
1,928,12	// Antenas de Inseto
1,929,12	// Coração Imortal
1,930,12	// Bandagem Estragada
1,931,12	// Amuleto dos Orcs
1,932,12	// Osso
1,934,12	// Espólio
1,935,12	// Casca
1,936,12	// Casca Escamada
1,937,12	// Canino Venenoso
1,938,12	// Muco Pegajoso
1,939,12	// Ferrão de Abelha
1,940,12	// Perna de Gafanhoto
1,941,12	// Argola
1,942,12	// Cauda de Yoyo
1,943,12	// Casca Rija
1,944,12	// Ferradura
1,945,12	// Folha de Fumacento
1,946,12	// Casco de Caramujo
1,947,12	// Chifre
1,948,12	// Pata de Urso
1,949,12	// Pluma
1,950,12	// Coração de Sereia
1,951,12	// Nadadeira
1,952,12	// Espinho de Cacto
1,953,12	// Coração de Pedra
1,954,12	// Escama Brilhante
1,955,12	// Pele de Verme
1,956,12	// Guelra
1,957,12	// Unha Apodrecida
1,958,12	// Mandíbula Horrenda
1,959,12	// Escama Fétida
1,960,12	// Garra de Crustáceo
1,961,12	// Concha
1,962,12	// Tentáculo
1,963,12	// Escama Aquática
1,964,12	// Casco de Caranguejo
1,965,12	// Casco de Ostra
1,966,12	// Carne de Ostra
1,967,12	// Casco de Tartaruga
1,968,12	// Insígnia do Herói
1,969,12	// Ouro
1,970,12	// Álcool
1,971,12	// Detrimindexta
1,972,12	// Karvodailnirol
1,973,12	// Antígeno
1,974,12	// Mistura
1,975,12	// Tintura Vermelha
1,976,12	// Tintura Amarela
1,978,12	// Tintura Azul
1,979,12	// Tintura Verde
1,980,12	// Tintura Laranja
1,981,12	// Tintura Violeta
1,982,12	// Tintura Branca
1,983,12	// Tintura Preta
1,984,12	// Oridecon
1,985,12	// Elunium
1,986,12	// Bigorna
1,987,12	// Bigorna de Oridecon
1,988,12	// Bigorna de Ouro
1,989,12	// Bigorna de Emperium
1,990,12	// Sangue Escarlate
1,991,12	// Cristal Azul
1,992,12	// Frescor do Vento
1,993,12	// Vida Verdejante
1,994,12	// Coração Flamejante
1,995,12	// Gelo Místico
1,996,12	// Vento Bruto
1,997,12	// Natureza Grandiosa
1,998,12	// Ferro
1,999,12	// Aço
1,1000,12	// Fragmento Estelar
1,1001,12	// Poeira Estelar
1,1002,12	// Minério de Ferro
1,1003,12	// Carvão
1,1004,12	// Insígnia da Cavalaria
1,1005,12	// Martelo de Ferreiro
1,1006,12	// Grimório Antigo
1,1007,12	// Colar da Sabedoria
1,1008,12	// Colar do Oblívio
1,1009,12	// Mão Divina
1,1010,12	// Fracon
1,1011,12	// Emveretarcon
1,1012,12	// Brasão
1,1013,12	// Casco Arco-Íris
1,1014,12	// Mandíbula de Formiga
1,1015,12	// Língua
1,1016,12	// Cauda de Rato
1,1017,12	// Bigodes de Toupeira
1,1018,12	// Garras de Toupeira
1,1019,12	// Tronco
1,1020,12	// Cabelos Morenos
1,1021,12	// Chifre de Dokebi
1,1022,12	// Nove-Caudas
1,1023,12	// Cauda de Peixe
1,1024,12	// Tinta de Polvo
1,1025,12	// Teia de Aranha
1,1026,12	// Avelã
